Year,Department,Student Name,Enrollement ID,Graduation Type,Gender,Campus (On/Off),Company,Company Type,Position,CTC,Student Rejection
2017-01-01,Commerce,TANISHKA,Student05356,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,PET,UMNIA,Student05359,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,PET,URMILA,Student05360,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,PET,UTHPALINI,Student05361,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,PET,UTTARIKA,Student05362,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,PET,VAIDHEEKI,Student05363,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,PET,VANISHA,Student05365,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,PET,VASUDHA,Student05370,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,PET,VEDHA,Student05371,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,BCA,NOSHI,Student05374,UG,Female,No,Sitel,IT,Associate Data Analyst,,
2019-01-01,BCA,OMA,Student05376,UG,Female,No,Sitel,IT,Associate Data Analyst,,
2018-01-01,BCA,OMSHREE,Student05379,UG,Female,No,Sitel,IT,Associate Data Analyst,,
2017-01-01,BCA,PADMAAKSHI,Student05382,UG,Female,No,Sitel,IT,Associate Data Analyst,,
2017-01-01,BCA,PADMALAYA,Student05384,UG,Female,No,Sitel,IT,Associate Data Analyst,,
2018-01-01,MCA,PANCHAALI,Student05387,PG,Female,No,Infosys,IT,Associate Data Analyst,,
2018-01-01,MCA,PANKAJAKSHI,Student05389,PG,Female,No,Infosys,IT,Associate Data Analyst,,
2018-01-01,MCA,PEHR,Student05390,PG,Female,No,Infosys,IT,Associate Data Analyst,,
2017-01-01,MCA,PINGA,Student05392,PG,Female,No,Infosys,IT,Associate Data Analyst,,
2017-01-01,MCA,POOJA CHOUDHARY,Student05394,PG,Female,No,Infosys,IT,Associate Data Analyst,,
2017-01-01,MCA,POOJI,Student05395,PG,Female,No,Infosys,IT,Associate Data Analyst,,
2017-01-01,MCA,POONAM,Student05396,PG,Female,No,Infosys,IT,Associate Data Analyst,,
2019-01-01,English,RAAGESHWARI,Student05399,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,English,RAJASI,Student05402,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,English,RAJYASHREE,Student05403,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,English,RAMYA,Student05407,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,English,RASLEEN,Student05409,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,English,RAVYA,Student05410,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,English,REETHI,Student05413,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,English,RUGU,Student05418,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,English,RUHI,Student05419,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,English,RUQAYA,Student05421,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,English,JAMINI,Student05425,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,English,JANAPADI,Student05426,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,JASVEEN,Student05427,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,JATAVEDASI,Student05428,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,JAYASHREE,Student05431,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,JELAXMI,Student05434,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,JHANAVI,Student05435,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,JUHEE,Student05440,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,KAAMAKSHI,Student05443,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,KADAMBANI,Student05444,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,KAJRI,Student05447,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,KHUSHMITA,Student05449,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,KRUPA,Student05455,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,KSHIRABDIJA,Student05456,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,LALITKANTA,Student05461,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,LAVANGALATA,Student05462,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,LEKHASHREE,Student05465,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,LEKISHA,Student05466,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,LOPAMUDRA,Student05469,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,LOUKYA,Student05470,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,MADHAVILATA,Student05474,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,MADHURI,Student05475,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,MADHUSHRI,Student05477,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,MAHARANI,Student05478,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,MAHI,Student05479,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,MANGALA,Student05481,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,MANORANJANI,Student05484,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,MARUSHIKA,Student05485,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,MATANGI,Student05486,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,MOHAKA,Student05489,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,MUMTAZ,Student05491,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,MUNIYA,Student05492,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,NAARAYINI,Student05494,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,NAGEENA,Student05496,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,NAIPUNYA,Student05497,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,English,NAMGEET,Student05498,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,NANDADEVI,Student05499,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,NANKI,Student05502,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,NASEEN,Student05503,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,GANGABHAVANI  S,Student05508,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,HITHASHREE  M S,Student05509,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,HUZMA KOWSAR ,Student05510,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,NAMITHA YADAV,Student05512,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,English,NISARAGA N V,Student05513,PG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Tamil,SALMA,Student05516,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Tamil,SINCHANA  S M ,Student05518,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Tamil,AABOLI,Student05520,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Tamil,AADHYA,Student05521,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Tamil,AANCHAL,Student05523,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Tamil,ADDITRI,Student05526,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Tamil,ADVAITA,Student05527,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Tamil,AESHANA,Student05529,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Tamil,AGAJA,Student05530,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Tamil,AJANTA,Student05533,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Tamil,AMNA,Student05537,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Tamil,ANERI,Student05539,UG,Female,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,ANUDHYA,Student05543,UG,Female,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,ARNAVI,Student05549,UG,Female,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,ARSHPREET,Student05551,UG,Female,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,AYEZA,Student05554,UG,Female,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,AYUSHI,Student05555,UG,Female,No,TCS,BPO,Process Executive,,
2017-01-01,Tamil,BHAANUJA,Student05560,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,BHAANUSHRI,Student05561,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,BHANUSRI,Student05564,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,BHIMANSHI,Student05567,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,BHOMI,Student05568,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,BINDI,Student05572,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,CHADNA,Student05576,UG,Female,No,TCS,BPO,Process Executive,,
2017-01-01,Tamil,CHANDRAJYOTI,Student05584,UG,Female,No,TCS,BPO,Process Executive,,
2017-01-01,Tamil,CHARMANVATI,Student05585,UG,Female,No,TCS,BPO,Process Executive,,
2018-01-01,Tamil,DAARSHINI,Student05592,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Tamil,DEEPAKALA,Student05596,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Tamil,DEEPAVATI,Student05597,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Tamil,DEVAKALI,Student05600,PG,Female,No,TCS,BPO,Process Executive,,
2017-01-01,Tamil,DHIYA,Student05605,PG,Female,No,TCS,BPO,Process Executive,,
2017-01-01,Tamil,DRISHANA,Student05607,PG,Female,No,TCS,BPO,Process Executive,,
2019-01-01,History,EKTAA,Student05613,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,History,ELAKSHI,Student05614,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,History,ESHTARATHA,Student05617,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,History,GAGANA,Student05622,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,History,GANDHASOMA,Student05626,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,History,GANDHAVALLARI,Student05627,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,History,GATITA,Student05629,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,History,GEETU,Student05632,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,History,GHAADIYA,Student05634,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,GINA,Student05636,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,GNANASRI,Student05640,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,GYANI,Student05644,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,HANSINI,Student05645,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,HASIKA,Student05648,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,HASITA,Student05649,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,HIMASHAILAJA,Student05654,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,HRISHITA,Student05656,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,INDULALA,Student05658,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,History,INDUSKALA,Student05660,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,History,IZMA,Student05663,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,History,JAANAVI,Student05664,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,History,JAGANMOHINI,Student05667,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,History,SADVITA,Student05669,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,History,SAHASRA,Student05670,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,History,SAHITYA,Student05673,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,History,SAHYAVASINI,Student05674,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SARASI,Student05680,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SARASWATHI,Student05682,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SARAYU,Student05683,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SARVAMANGALA,Student05684,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,History,SAYANTIKA,Student05686,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,History,SEJAL,Student05689,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,History,SHAANVI,Student05694,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,History,SHAIRA,Student05696,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,History,SHAMBHAVI,Student05697,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,History,SHAVETA,Student05700,PG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SHILPA,Student05702,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SHRITHA,Student05705,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SIDDHIKSHA,Student05710,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SMITHA,Student05713,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SOHALIA,Student05714,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SOHINI,Student05715,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SUBHASHINI,Student05719,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SUKESHI,Student05720,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SUNITI,Student05721,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SUVARNADA,Student05724,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,SWEEKRITI,Student05726,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,TAANVI,Student05727,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,TAAPTI,Student05728,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,TANUSHRI,Student05730,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,TAPATI,Student05731,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,TARA,Student05732,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,TARANIJA,Student05734,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,TARUNI,Student05736,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,TASNIM,Student05737,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,TAVARE,Student05739,UG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Political Science,TEESHA,Student05740,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,TOSHIKA,Student05747,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,UJJAINI,Student05750,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,URMILA,Student05752,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,VANDYA,Student05756,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,VARUDA,Student05760,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,VASUDHA,Student05762,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,VIENNA,Student05771,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,VIJETA,Student05772,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,VIKASITA,Student05773,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,VIMALA,Student05775,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,WAHEEDA,Student05780,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,WARSAN,Student05782,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,YASHIKA,Student05789,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,YAZHINI,Student05791,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,YENAKSHI,Student05793,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,YUVANI,Student05795,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,NERMINA,Student05803,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,NETRA,Student05804,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,NILALOHITA,Student05806,UG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,NIMRIT,Student05807,UG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,OJASVI,Student05811,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,OMISHA,Student05813,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,PANCHAMI,Student05824,PG,Female,No,Accenture,BPO,Process Executive,,
2018-01-01,Political Science,PIYUSH PANJUANI,Student05829,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,POORNIMA,Student05833,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,POULOMI,Student05834,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,PRAMA,Student05835,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,PRIYANSHI,Student05840,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,QADR,Student05845,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,QIRAT,Student05846,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,QUANIKA,Student05847,PG,Female,No,Accenture,BPO,Process Executive,,
2017-01-01,Political Science,RAASHI,Student05850,PG,Female,No,Accenture,BPO,Process Executive,,
2019-01-01,Economics,RAJASI,Student05852,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,RAJYASHREE,Student05853,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,REESHA,Student05861,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,REETH,Student05862,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,REETHI,Student05863,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,RENU,Student05864,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,RITI,Student05865,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,RUGU,Student05868,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,RUQAYA,Student05871,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Economics,JAGVI,Student05872,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,JALADHIJA,Student05874,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,JAMINI,Student05875,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,JANAPADI,Student05876,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,JATAVEDASI,Student05878,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,JAYALAKSHMI,Student05879,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,JAYASHREE,Student05881,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,JAYOO PATWARDHAN,Student05883,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,JHANAVI,Student05885,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,JNANAMAGAL,Student05887,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,JOSHNA,Student05888,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,JWALA,Student05891,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,KAAMAKSHI,Student05893,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,KAHKASHAN,Student05895,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,KAISHA,Student05896,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,KEERTHANA,Student05898,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,KHYATI,Student05900,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,KIRANMAYI,Student05903,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,LAALIMA,Student05907,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,LAKSHMISARASVATHI,Student05910,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,LALITKANTA,Student05911,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,LEKHASHREE,Student05915,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,LEKISHA,Student05916,UG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,LOPAMUDRA,Student05919,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,LOUKYA,Student05920,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,MAANASI,Student05922,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,MAANYATA,Student05923,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,MADHURI,Student05925,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,MAHARANI,Student05928,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,MANGALA,Student05931,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,MANOGNA,Student05933,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2018-01-01,Economics,MANORANJANI,Student05934,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,MEDHA,Student05937,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,MOHAKA,Student05939,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,MUMTAZ,Student05941,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,NAARAYINI,Student05944,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,NABEELA,Student05945,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,NAGEENA,Student05946,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,NAMGEET,Student05948,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,NANDANA,Student05950,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2017-01-01,Economics,NANKI,Student05952,PG,Female,No,BNY Mellon,BPO,Process Executive,,
2019-01-01,Philosophy,ASHWINI  S,Student05956,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,HUZMA KOWSAR ,Student05960,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,LAVANYA  H ,Student05961,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,NISARAGA N V,Student05963,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,PREETHI  Y B,Student05965,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,SUMA  K ,Student05969,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,AAKSHI,Student05972,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2019-01-01,Philosophy,AARTI,Student05974,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,ADDITRI,Student05976,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,ADVAITA,Student05977,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,AGAJA,Student05980,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,AISIRI,Student05982,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,AMIYA,Student05986,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,AMNA,Student05987,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,ANJUSHREE,Student05990,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,ANUDHYA,Student05993,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,ARNAVAZ,Student05998,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,ARNAVI,Student05999,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,ARPITA,Student06000,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,ARSHPREET,Student06001,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,AVINASHI,Student06003,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,AYUSHI,Student06005,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,BASAVESHWARI,Student06009,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,BHANUSRI,Student06014,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,BHAVANA,Student06015,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,BHIMANSHI,Student06017,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,BINDI,Student06022,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,CHAMAN,Student06029,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,CHAMUNDA,Student06030,UG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,CHANDRABALA,Student06033,PG,Female,No,Infosys,BPO,Associate Data Analyst,,
2018-01-01,Philosophy,CHARUSILA,Student06037,PG,Female,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,DAARSHINI,Student06042,PG,Female,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,DALEELA,Student06044,PG,Female,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,DEEPAVATI,Student06047,PG,Female,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,DEEYA,Student06048,PG,Female,No,Infosys,BPO,Associate Data Analyst,,
2017-01-01,Philosophy,DESHAL,Student06049,PG,Female,No,Infosys,BPO,Associate Data Analyst,,
